id,date_of_birth,number_dependants,credit_utilization,debt_to_income_ratio,monthly_income,number_open_credit_lines,number_open_loans,number_90_days_past_due,number_charged_off,score1,score2,target
6054,1995-10-28,2,0.002538202554483947,0.2851633180477006,2100,9,1,0,0,621,600,1
6055,1975-02-18,1,0.04230773576563364,0.460245117331381,2400,3,0,0,1,621,820,0
6056,1988-10-13,0,0.04155416199140361,0.23676490306857065,3400,1,1,1,0,707,617,0
6057,1939-02-25,0,0.04684416496813736,0.36406660812075337,2200,2,3,0,1,636,811,0
6058,1997-07-01,1,0.13810837275336674,0.27839999493214435,3400,1,3,0,0,685,670,0
6059,1963-11-10,0,0.017575253904235134,0.3612161713003623,2300,5,2,0,0,627,756,0
6060,1930-10-07,0,0.009466626574702134,0.2705748686469134,2200,6,1,1,0,652,762,0
6061,1967-07-27,1,0.13534241339948175,0.39771016662112024,2100,3,0,0,0,586,551,0
6062,1997-06-14,0,0.04599040074849535,0.3594386416198784,2500,5,5,0,0,666,522,0
6063,1930-08-12,0,0.008809169268606263,0.2863098216937692,2800,4,2,0,0,634,501,0
6064,1978-06-09,0,0.0948167132894617,0.4493776574594639,2200,4,0,1,0,733,628,0
6065,1933-08-05,1,0.036110367667793596,0.44752958741118204,2300,7,3,1,0,539,651,0
6066,1996-04-06,0,0.18774292716028154,0.1812917202034699,2100,6,1,0,0,644,723,1
6067,1974-02-17,1,0.04197875541229239,0.25274730706502113,2100,5,1,0,1,604,701,0
6068,1944-11-09,0,0.009058359165484071,0.1932585362118806,3000,1,1,0,0,577,584,0
6069,1956-02-14,0,0.003097615633083212,0.21548132806876608,2000,5,3,0,0,668,537,0
6070,1952-07-18,1,0.037850520723088005,0.35294252692494354,2000,7,0,0,0,769,650,0
6072,1960-08-12,0,0.019367404666434645,0.34843302660292247,3100,3,1,0,0,710,531,0
6074,1936-04-01,0,0.01850429768113235,0.16349027904686853,2400,3,2,0,0,745,734,0
6075,1988-04-20,1,0.08911938398810794,0.27308796653601086,2100,7,1,0,0,722,671,0
6076,1998-02-05,0,0.00982415823767179,0.17993559460684352,2000,9,2,0,0,537,783,0
6077,1992-08-14,0,0.05716404925945425,0.21232076126696023,2200,6,2,0,0,621,795,0
6078,1962-07-01,0,0.059375939009914114,0.31952493314614033,2800,2,3,1,1,752,547,0
6079,1978-11-05,1,0.0815139293668982,0.45101865256450957,2000,7,1,0,0,708,503,0
6080,1937-03-25,1,0.0009326270043282345,0.15424401878728022,2300,5,1,0,1,770,530,0
6082,1973-07-09,0,0.005508926203523116,0.2646240118885995,2000,5,3,0,0,651,518,0
6083,1949-01-28,0,0.00310536692288019,0.32460116912508064,2200,8,1,0,0,801,749,0
6084,1938-11-22,0,0.06905219773992695,0.2220201715429267,2000,3,4,0,0,701,813,0
6085,1936-04-30,0,0.04910336585908401,0.28485272183318633,2600,6,1,0,0,701,768,0
6086,1937-06-01,0,0.03129938657596804,0.2755099117156277,3100,5,2,1,0,623,668,0
6087,1955-10-22,0,0.005835239748870085,0.3179464691739389,2600,5,3,0,1,766,735,0
6088,1988-01-13,2,0.0161001777177733,0.27790184618540775,2000,8,3,0,0,691,563,0
6089,1949-05-09,0,0.02494508450869058,0.27850977305110614,2400,3,2,0,0,580,710,1
6090,1969-01-31,0,0.058052027789747315,0.34185982049762226,2600,2,0,1,0,621,575,0
6091,1954-12-27,0,0.04173118743924485,0.36370985020881613,2500,5,2,0,0,532,569,0
6092,1979-12-20,2,0.035549408643932176,0.45258720790552626,2400,7,4,0,0,667,582,0
6093,1969-02-05,0,0.030843227225933537,0.3869008725518326,2400,5,4,0,0,791,654,0
6094,1977-02-04,2,0.015292579148291616,0.47947411176896565,2900,6,1,0,0,527,759,0
6095,1984-07-15,0,0.00797362745462017,0.46961305107669654,2000,2,4,0,0,805,585,0
6096,1982-01-24,1,0.016903038435970307,0.21591853601383115,2000,4,3,0,0,816,740,0
6097,1997-10-21,1,0.03559251993387025,0.21148196439831207,2200,7,1,0,0,629,648,0
6098,1989-04-23,1,0.03114022496777113,0.15419852285195526,2000,5,1,0,0,535,514,1
6099,1954-12-18,1,0.04415724731902997,0.4084708734932094,2000,4,2,0,0,784,806,0
6101,1976-04-01,0,0.01170951500294046,0.3296232760257132,2100,2,2,0,0,690,598,0
6102,1960-03-01,1,0.08490860123591183,0.5539714800875566,2000,6,0,0,0,815,603,0
6103,1974-10-18,0,0.007074037983796118,0.09938428159632956,2000,3,6,1,0,590,656,0
6104,1970-05-19,1,0.12431409142398825,0.1871880626006741,2400,10,1,0,0,722,775,0
6105,1930-03-27,1,0.13294522757558708,0.4410400621323349,2600,4,4,0,0,571,722,0
6106,1973-07-31,1,0.03831481380921699,0.3541564868916408,2100,4,0,0,0,604,814,0
6107,1978-05-03,0,0.05069548303681149,0.7428282312694421,3200,9,6,0,0,627,616,0
6109,1963-06-27,1,0.01698217377499083,0.3704456380662799,2700,4,1,0,1,659,641,0
6110,1986-09-26,0,0.014379724330098665,0.40345323854932463,2100,4,0,0,1,780,779,0
6111,1981-04-27,0,0.00838726985420331,0.26665621226340364,2200,1,0,1,0,540,518,0
6112,1960-04-01,0,0.09546288765271585,0.12433631468673209,2100,8,3,0,0,507,665,0
6113,1970-08-31,0,0.01900755183987239,0.3962182659715364,2200,8,3,0,1,614,811,0
6114,1986-07-24,0,0.021551556527831278,0.3438920280418394,2800,7,0,0,0,610,783,0
6115,1939-08-21,1,0.10058322260580178,0.2297921001941878,2100,3,1,0,1,637,824,0
6116,1935-01-21,0,0.0002431318836555021,0.3655448680733533,2100,7,5,1,0,628,534,0
6117,1961-12-25,-1,0.05167645808748221,0.3239934533712401,2100,6,2,0,0,613,825,0
6118,1974-02-18,3,0.030043740148344766,0.43199561004560705,2300,7,1,0,0,699,677,0
6119,1950-08-21,0,0.027664844195735994,0.27436353670929986,2100,5,0,0,0,648,678,0
6120,1972-09-08,2,0.0038117199921985437,0.4436158079266348,2000,2,1,0,0,683,588,0
6121,1944-04-24,0,0.028512743894539557,0.36665657906550675,2000,5,2,0,0,673,818,0
6122,1944-03-22,0,0.011075074437121364,0.37959979310118713,2800,8,0,0,0,825,837,0
6123,1933-02-11,0,0.026651596059494524,0.4756304140466867,2000,4,1,0,0,819,739,0
6124,1980-01-09,0,0.13247816049952585,0.1663645832485393,2100,6,3,0,0,557,670,0
6125,1969-12-18,1,0.008018373816873366,0.46248436975741497,2500,4,2,0,0,823,723,0
6126,1987-06-16,1,0.08167926705358201,0.3164381808301833,3300,4,2,0,0,771,646,0
6127,1981-11-21,-1,0.0213615252882459,0.2115378750545753,2100,5,2,0,0,596,586,0
6128,1962-06-23,0,0.010294239229258812,0.21929837720793002,2500,3,1,0,0,567,818,0
6129,1969-08-19,0,0.17721071885259457,0.08660572743980591,2100,3,2,0,0,668,822,0
6130,1996-04-14,0,0.03032931104878714,0.31999188583834115,2200,8,1,0,0,750,774,0
6131,1937-05-02,0,0.008359687907333702,0.2333526604259962,2100,3,3,0,0,813,688,0
6132,1985-01-21,0,0.00793701666046396,0.4071875273084956,2300,1,3,0,0,594,640,0
6133,1960-05-18,0,0.16524101950868772,0.39062220294688704,2100,3,1,0,0,713,527,0
6135,1986-02-21,0,0.004477551432632608,0.4579336491172334,2200,10,2,0,0,554,814,1
6136,1946-05-16,0,0.06374148232214699,0.34011013142688895,2100,5,3,1,0,721,783,0
6137,1939-11-20,1,0.05545537043728579,0.4346364868553776,2000,2,3,0,0,833,724,0
6138,1998-03-18,0,0.10950994668825494,0.2343206514030447,2800,5,1,0,0,811,770,0
6139,1952-03-21,1,0.02425409820471727,0.6836690911823615,2300,2,3,0,0,783,529,1
6140,1978-03-25,0,0.06780731657025785,0.518405956830277,2300,4,1,1,0,702,570,0
6141,1963-06-20,0,0.030953916024595195,0.5787256661981423,2000,7,1,0,0,764,688,0
6142,1975-07-19,1,0.14370709418197958,0.20597291160599213,2300,5,4,0,0,666,518,0
6143,1966-09-25,0,0.26067965097701107,0.2026377748808776,2300,3,3,1,0,566,636,0
6144,1985-03-01,0,0.049848636884643166,0.24131164482444542,2200,8,0,0,0,738,544,0
6145,1970-01-23,1,0.022265440811274236,0.3774342552802314,2000,4,2,0,0,546,805,1
6146,1983-05-17,1,0.09817776987779386,0.23738065124180804,2100,8,1,0,0,629,675,0
6147,1969-10-16,0,0.06220726599041005,0.3936283821030703,2000,3,1,0,0,632,735,1
6148,1978-11-24,0,0.005596136903401912,0.3733300661792845,2000,10,4,0,0,758,830,0
6150,1950-12-28,0,0.025334467613772064,0.32493553199449204,2000,5,2,0,0,585,633,0
6151,1951-03-01,0,0.14914892945618236,0.37282109581993983,2000,9,1,0,0,822,605,0
6152,1968-09-17,0,0.018097184597654217,0.2260448018762704,2200,8,2,0,0,657,518,0
6153,1931-09-01,1,0.007781737790093868,0.4418268105766698,2000,4,1,0,0,675,546,0
6154,1944-07-15,1,0.08616134813370997,0.5594387826415393,2000,5,1,0,1,567,619,0
6155,1941-07-25,0,0.17721122387212165,0.2622013228785874,2300,2,3,0,0,684,527,0
6156,1967-04-14,0,0.09942275987243109,0.2522226654369774,2200,5,0,0,0,649,834,0
6157,1978-07-05,0,0.01684237395987784,0.408295626631445,2100,5,1,1,0,787,561,0
6158,1936-11-05,1,0.07513899716203158,0.4277213400227809,2800,6,1,1,1,613,623,0
6159,1964-01-11,0,0.003770900538601643,0.3946888003477128,2100,5,4,1,0,819,809,0
6160,1977-10-09,0,0.03580495318873629,0.16603172443222328,2000,4,3,0,0,529,686,0
6161,1982-07-28,2,0.018612354825015383,0.35344588603122623,2700,5,2,0,0,734,564,0
6162,1938-10-13,0,0.028316532832855904,0.3482994540641553,2300,6,3,0,0,761,753,0
6163,1952-10-02,1,0.0032317847583417402,0.5456471988525448,2000,8,1,0,0,818,643,0
6165,1981-10-18,0,0.03487884931641203,0.5802339556419907,2000,5,0,0,0,813,760,0
6166,1963-04-10,0,0.04487356791052018,0.38740413891471476,2000,3,2,0,0,648,835,0
6167,1941-12-07,0,0.037693046019039084,0.31855264705128283,2900,2,1,0,0,529,709,0
6168,1987-11-08,1,0.06534222002345733,0.49407251211683406,2300,2,0,0,0,787,526,0
6169,1978-12-30,1,0.04823578708907377,0.1312828094877042,3000,4,4,0,0,554,800,0
6170,1978-06-20,1,0.011807309308151182,0.30262772467681587,2400,4,4,0,0,615,541,1
6171,1937-11-13,2,0.054707779374829284,0.6251197047311661,2000,9,0,0,0,542,586,0
6172,1941-10-16,0,0.017282700583220203,0.18341618392367898,2000,2,1,0,0,700,806,0
6173,1942-02-11,0,0.06587965505410921,0.260056342667879,2100,4,4,0,0,654,697,0
6174,1930-03-26,0,0.032798445323304976,0.49584696729692923,2600,6,2,0,0,568,817,0
6175,1953-11-10,0,0.0394148374307474,0.5377834178764721,2200,7,4,0,0,593,545,0
6176,1990-05-13,2,0.01937830697359543,0.6014402555046849,2500,3,0,1,0,797,827,0
6177,1928-06-01,0,0.07806726338729815,0.18039694020457375,2700,8,0,0,0,542,502,0
6178,1972-04-13,0,4.3353550960415024e-05,0.19240217696069653,2300,1,4,0,1,565,784,0
6180,1942-05-23,2,0.005421421517378794,0.4174381136870209,2800,7,5,0,0,632,731,0
6181,1979-02-15,0,0.0826911960561519,0.4584711318370371,2500,5,3,0,0,760,828,0
6182,1935-03-06,1,0.012386112502560415,0.17901675320151358,2200,5,3,0,0,564,516,0
6183,1994-09-25,0,0.027537741655905047,0.3027175696621252,2000,4,1,1,0,553,576,1
6184,1946-02-27,1,0.07724400652752744,0.23322806445138153,2600,2,1,0,0,794,709,0
6185,1952-03-17,0,0.07664174216677444,0.3357967240003024,2100,8,2,0,0,506,753,1
6186,1930-10-13,0,0.16107351473751916,0.2759359141855778,2400,7,0,0,0,604,620,0
6187,1968-11-25,0,0.021458842389921524,0.1893875762857021,2200,5,0,0,0,559,661,0
6188,1985-03-16,0,0.1069659003295147,0.4147815963076341,2000,7,1,0,0,694,521,1
6189,1973-02-05,1,0.031039463409671012,0.4321691237671762,2000,2,1,1,0,525,585,0
6190,1988-07-11,0,0.07827885231148392,0.1570538866639277,3400,3,0,0,1,793,839,0
6191,1980-11-27,0,0.002533859209567705,0.2682842580147045,2100,4,2,0,0,789,729,0
6192,1930-07-31,0,0.19070194778492658,0.3340629534397503,2000,5,4,0,0,692,577,0
6193,1941-12-20,0,0.03219191498037793,0.5128273615455416,2000,2,5,0,0,602,578,0
6194,1998-01-29,2,0.17043781582730827,0.19379121923214698,3600,3,1,0,0,514,670,0
6195,1987-11-12,1,0.014401312478745302,0.3133306545668323,2200,5,3,0,0,607,584,0
6196,1995-01-20,0,0.04527621048990745,0.22754785715621104,2500,8,1,0,0,738,762,0
6197,1933-10-11,0,0.031417568122652756,0.3637168017620901,2400,1,3,0,0,609,670,0
6198,1971-08-04,0,0.09777137828666886,0.3866021942760367,2300,5,2,0,0,822,598,0
6199,1959-02-15,0,0.14576849224677646,0.3056761234258363,2800,7,3,0,0,587,673,0
6200,1951-06-18,0,0.04223437094168037,0.2756135510045857,2900,7,2,0,0,714,560,0
6201,1937-03-31,0,0.036961532652047185,0.23095572706331216,2000,4,2,0,0,794,756,0
6202,1941-11-12,1,0.049164928601616656,0.42541583436354535,2400,4,1,0,0,531,641,0
6203,1932-09-08,0,0.1684777690449491,0.22461981895073144,2300,4,2,0,0,529,727,0
6204,1995-09-20,1,0.06001246904034347,0.30965180819770755,2800,5,2,0,0,510,757,0
6205,1995-09-29,1,0.011668047351942568,0.2601841032144367,2300,2,4,0,0,726,782,0
6206,1992-07-01,0,0.002559084795040412,0.2873470520364476,2200,5,2,1,0,504,769,1
6207,1968-09-23,3,0.06791941294480071,0.5105209022940868,3200,3,0,0,0,739,829,0
6208,1987-04-16,0,0.01980099044549494,0.27380785431426513,2600,8,1,0,0,683,754,0
6209,1959-12-30,0,0.04013111053713922,0.22821393678875232,2200,6,4,0,0,674,666,0
6210,1948-11-24,0,0.029773011353722262,0.35037565458929926,2600,4,2,0,0,652,679,0
6211,1963-01-24,1,0.001276448254548044,0.49541508637511156,2700,4,0,0,1,523,595,0
6212,1981-06-23,0,0.0038186995525157255,0.32813695076838245,2100,8,1,0,0,756,587,1
6213,1950-05-20,0,0.000846714969013727,0.409789402491906,2700,5,3,0,0,824,815,0
6214,1936-05-18,1,0.11364660281480055,0.3895711996381531,2000,4,2,0,0,620,508,0
6215,1974-04-07,0,0.0008868071391674294,0.3607798873100854,2500,4,4,1,0,656,529,0
6216,1956-12-15,2,0.0422257377313274,0.45293417595699104,2300,9,3,0,0,737,811,0
6217,1987-12-09,2,0.020877384241915074,0.5543169292740957,2500,3,1,0,0,510,738,0
6218,1996-04-09,0,0.0395513088960802,0.39637870636259154,2100,3,2,0,0,650,733,0
6219,1930-04-06,0,0.0025147978082362423,0.38423991893990295,2200,1,2,0,0,603,695,0
6221,1933-08-04,1,0.033120940348196286,0.3988746967699967,2200,9,3,0,0,732,703,0
6222,1935-07-06,0,0.006517406029330923,0.2155967799507805,2300,3,0,1,0,631,764,0
6223,1987-11-24,0,0.011346485084701728,0.21098749475037376,2200,2,0,1,0,751,553,0
6224,1976-01-27,0,0.005952592344744428,0.3322407647812529,2400,7,1,0,1,581,778,0
6225,1935-03-19,2,0.02072686587795131,0.36985165383021856,2800,2,1,0,0,592,790,0
6226,1958-12-10,1,0.014710174449571992,0.43967106268454437,2100,7,3,0,0,773,551,0
6227,1930-05-22,0,0.019280148631732823,0.45661015000239447,2200,8,4,1,1,575,836,0
6228,1957-01-28,1,0.17834742021432334,0.22875733642029766,2200,6,2,1,0,702,535,0
6229,1999-02-09,1,0.0039037771946477,0.2426291295001178,2300,5,4,0,0,657,643,0
6231,1960-12-22,0,0.1068328698682269,0.4499030309915307,2200,2,2,0,0,788,692,0
6232,1948-03-22,0,0.003119974577878447,0.26103531012908143,2600,2,5,1,0,737,648,0
6233,1933-05-15,0,0.07626610372823993,0.47680337816278257,2000,3,2,0,0,686,759,0
6234,1970-04-12,0,0.07643895912450613,0.3612160823744921,2400,3,3,1,0,786,564,0
6235,1960-09-16,1,0.2449473236659241,0.5001217915778453,2100,4,2,0,0,738,754,0
6236,1996-04-20,0,0.20560466231635818,0.18816202455720016,2400,3,4,0,0,813,626,0
6237,1963-05-27,1,0.020641266733923674,0.248369908048221,2000,1,0,0,0,549,727,0
6238,1946-12-02,1,0.042322407274770144,0.09929847445562769,2100,4,1,0,0,723,584,0
6239,1953-12-26,0,0.008098389785064112,0.32831162555876453,2700,2,1,0,0,527,805,0
6240,1941-05-27,0,0.11429597160591982,0.3320765811014757,2500,5,5,0,0,689,506,0
6241,1965-06-04,2,0.0659654281473457,0.5096526737841361,2500,5,3,0,0,667,600,0
6242,1963-04-11,2,0.021427401135039204,0.32314931047528894,2400,7,4,0,1,601,536,0
6243,1985-09-23,2,0.031693894017779244,0.14991141113512083,2300,7,3,0,0,581,737,0
6244,1972-02-14,0,0.029285738561203343,0.16649011809235895,2100,6,2,0,0,658,708,0
6245,1933-06-09,0,0.02613891920899243,0.31120405904509757,2100,3,4,0,0,785,830,0
6246,1941-02-01,1,0.030464381380788292,0.4119618289727127,2000,3,2,0,0,598,600,0
6247,1967-09-02,0,0.044830064547006665,0.30288048771841447,2700,3,2,0,0,591,505,0
6248,1981-09-07,0,0.05081069011950001,0.507627061858441,3400,5,3,0,0,744,566,0
6249,1990-03-30,0,0.20239454260847733,0.2885141236398587,2200,4,3,0,0,660,525,1
6250,1998-10-02,1,0.013738978313990065,0.32072641910171373,2500,2,2,0,0,576,796,0
6251,1984-11-11,1,0.023213727377598234,0.5742070763260956,3000,4,2,1,0,691,765,0
6252,1954-11-14,0,0.0301839392586577,0.2921918181090439,2100,0,5,0,0,813,795,0
6253,1967-08-24,1,0.08874673141363085,0.28395739560694744,2700,4,2,0,0,699,561,0
6254,1988-06-11,0,0.04218965830446648,0.22044431000569004,2200,5,4,0,0,500,782,1
6255,1949-03-29,0,0.09070429052192878,0.42148068947394907,2600,5,3,0,0,555,740,0
6256,1984-01-02,0,0.0459853236838564,0.33087710795322084,2500,7,7,0,0,731,513,0
6257,1993-11-03,0,0.09311545252715282,0.26792147255264365,2300,1,4,0,0,646,623,0
6258,1953-11-08,1,0.07567679727361305,0.3241725017146008,2000,3,2,0,1,508,689,0
6259,1943-08-27,2,0.01060886476950164,0.32138062606716916,2000,4,2,0,0,556,571,0
6260,1928-08-20,1,0.10719188622591744,0.3977558917556647,2100,6,1,0,0,550,514,0
6261,1929-08-15,0,0.037704728282277784,0.23391692137641967,2800,4,4,0,0,783,529,0
6262,1970-05-22,0,0.011054645503947455,0.5019894442980016,3000,5,2,1,1,775,755,0
6263,1931-09-14,0,0.07352818258440237,0.2821917687141445,2500,7,4,0,0,669,646,0
6264,1942-10-25,0,0.17479709247565983,0.47573910874453557,2200,3,0,0,0,774,656,0
6265,1949-06-11,1,0.04159898292293183,0.2329845496129869,2000,9,3,0,0,733,666,0
6266,1937-05-27,2,0.03220135834085818,0.3823332538425467,2200,3,0,0,0,814,581,0
6267,1954-06-29,1,0.03897915473981524,0.5018587138612293,2500,4,2,0,0,731,785,0
6268,1969-04-23,1,0.019576591301573812,0.4656084156419639,2500,7,1,0,0,558,795,0
6269,1981-06-10,0,0.1611924001255109,0.2603913400024605,3000,5,5,1,0,699,752,0
6270,1965-10-11,1,0.017197173670216805,0.4958256526191637,2000,6,1,0,1,521,618,0
6271,1993-06-23,0,0.007792430133299099,0.5795986779915493,2600,6,1,0,0,641,724,0
6272,1935-04-27,0,0.04148662104641161,0.37806318756499235,2100,4,4,0,0,751,575,0
6273,1977-02-16,0,0.16047007570727145,0.5284450529639645,2000,5,3,0,0,741,647,0
6274,1973-10-14,0,0.0879622482339204,0.17615884903157875,2700,2,0,0,0,647,758,0
6275,1980-02-03,0,0.010442951024757107,0.18212381985344242,2200,5,3,0,0,521,747,0
6276,1949-08-21,0,0.027325319889918914,0.3271035969816904,2100,5,2,0,0,573,626,0
6277,1997-03-29,0,0.017199776289317886,0.3123059679084026,2200,7,1,0,0,565,836,0
6278,1986-05-09,1,0.009676776503052183,0.31232307202883636,3200,9,5,0,1,698,513,0
6279,1949-09-14,0,0.016158863816270266,0.4908629023796005,2300,7,4,0,0,519,771,0
6280,1996-01-16,0,0.07436935313130515,0.3923591452165121,2000,3,2,0,0,764,536,0
6281,1932-09-05,0,0.007007363838144068,0.4284304103324502,2800,5,3,0,0,533,557,0
6282,1976-03-17,1,0.013372249432895403,0.3739646569159538,2000,9,4,0,0,620,746,0
6283,1999-03-31,0,0.16085966668890936,0.20231186836343718,3500,3,3,0,0,637,833,0
6284,1976-12-31,1,0.04531899508287254,0.4057996854637095,2200,3,1,1,0,751,685,0
6285,1936-09-20,1,0.05858278856592294,0.25785127394590096,2100,3,1,0,0,578,812,0
6286,1931-05-20,0,0.03320316904718175,0.41654135201201486,2000,6,5,0,0,545,712,0
6287,1957-07-09,2,0.06577780745136513,0.212502345883512,3000,6,2,1,0,731,508,0
6288,1959-12-14,0,0.005627893284233159,0.455905604429805,2100,7,4,0,1,696,709,0
6289,1958-06-12,0,0.15686829254020176,0.4275179288190477,2500,8,3,0,0,553,511,0
6290,1997-04-06,0,0.004783578724355096,0.47514180117471083,2100,3,2,0,0,645,639,1
6291,1935-11-10,1,0.055584234921665907,0.2118315828148955,2900,1,0,0,0,544,597,0
6292,1986-10-12,1,0.1001277514003592,0.321363127585327,2100,8,4,0,0,579,606,0
6293,1995-11-02,0,0.03797334434492688,0.3801663009685367,3000,4,4,0,0,702,775,0
6294,1933-03-18,-1,0.0240576816224862,0.48885792899600683,2200,5,2,0,0,681,710,0
6295,1989-07-26,1,0.07977999686957986,0.48458041977653665,2000,3,3,0,0,531,782,0
6296,1960-11-04,0,0.06104272188806832,0.4443944829047857,2900,7,1,1,0,506,503,0
6297,1960-02-10,2,0.03454289426499337,0.5147202870795744,2200,9,2,2,0,772,514,0
6298,1951-07-13,0,0.00439707837456081,0.16113102590052156,2400,11,3,0,0,802,672,0
6299,1936-07-22,0,0.028331005496560334,0.20551491846815062,3200,7,1,0,0,546,683,0
6300,1975-09-14,0,0.07760687010898305,0.3391511362742733,2000,6,2,0,0,797,643,0
6301,1976-07-24,0,0.04250314394837453,0.4927113362752489,2000,5,1,0,1,795,620,0
6302,1969-07-15,0,0.036830744252942665,0.5245870010078776,2300,4,1,0,0,510,746,1
6303,1930-12-20,1,0.013929866253625465,0.2991041128592482,2200,4,3,0,0,709,602,0
6304,1990-12-01,0,0.004174306908139359,0.21439573835673498,2600,3,2,1,0,697,760,0
6305,1982-05-03,0,0.09038395477595487,0.47207595573307193,2100,3,0,0,0,707,712,0
6306,1963-02-26,1,0.011135171617174098,0.46445672499867696,2000,6,0,0,0,811,827,0
6307,1975-12-16,1,0.01979611453905081,0.30906740135145366,2200,4,1,0,0,624,753,0
6308,1992-03-06,0,0.041200144919520364,0.16509124936905414,2100,3,0,0,0,614,626,0
6309,1957-06-25,0,0.005619064566416802,0.34298526291326364,2100,2,1,0,0,554,594,0
6310,1930-08-31,0,0.0011099725648818918,0.3507696690927599,2100,4,2,0,0,555,510,0
6312,1963-11-30,0,0.022301154061890777,0.17647636117676996,2000,3,3,0,0,558,580,0
6313,1928-07-12,0,0.009914227138359573,0.4602402469243387,2600,5,0,2,0,583,681,0
6314,1961-08-13,0,0.030206703493454484,0.17153769688768,2000,1,1,0,0,532,760,0
6315,1939-01-31,0,0.1370541571129153,0.14350198818512122,2100,5,1,0,0,737,788,0
6316,1994-09-26,0,0.07137816116997796,0.5257954268218981,2200,2,4,0,0,760,638,0
6317,1943-05-27,0,0.03521719586452277,0.12993914616054072,2400,3,2,0,0,670,769,0
6318,1974-11-19,1,0.005773072897611994,0.382722627061628,2400,7,4,0,0,544,780,0
6319,1957-07-26,0,0.014735264995591777,0.2445915575238337,2700,4,0,1,0,664,681,0
6320,1990-03-21,0,0.07968839274990415,0.2031260224582738,2200,1,0,0,0,628,716,0
6321,1938-02-13,0,0.024777403246039963,0.23657879687659714,2800,3,1,0,0,720,603,1
6322,1993-05-06,0,0.03771813507623261,0.3944963715703725,2100,7,1,0,0,679,692,0
6323,1950-08-08,2,0.02311754067495385,0.17217971858710948,2100,5,3,0,0,792,819,0
6324,1968-06-18,0,0.05366927675001965,0.2823951325688046,2000,5,0,0,0,536,605,1
6325,1998-06-25,1,0.09399692485528907,0.29895241152879254,2100,8,4,0,0,708,808,0
6326,1967-07-02,1,0.10645030816753615,0.17080334385926216,2000,4,1,0,1,511,628,1
